0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.0,0.0,0.10756501,0.091016546,0.0,0.0,0.04609929,0.26241136,0.0,0.0,0.026004728,0.0,0.11820331,0.0,0.08983452,0.0,0.095744684,0.0,0.0,0.0,0.040189125,0.02718676,0.0,0.04609929,0.0,0.011820331,0.0,0.0,0.0,0.008274232,0.0,0.029550828,0.02718676,0.0,0.10756501,0.0,0.008274232,0.0,0.0,0.0,0.0,0.091016546,0.0,0.0,0.026004728,0.009456265,0.04609929,0.0,0.0,0.0,0.26241136,0.0,0.0,0.08983452,0.0,0.0,0.0,0.011820331,0.15839243,0.0,0.0,0.095744684,0.0,0.06619386,0.0,0.0,0.10756501,0.0,0.0,0.026004728,0.11702128,0.008274232,0.040189125,0.091016546,0.0,0.0,0.009456265,0.0,0.09219858,0.0,0.0,0.0,0.26241136,0.0,0.0,0.0,0.11820331,0.0,0.095744684,0.011820331,0.0,0.0,0.0,0.0,0.0,0.020094562
0.0,0.0,0.2443385,0.0,0.16567342,0.0,0.1352801,0.0,0.0,0.0,0.0,0.15375447,0.029201431,0.0,0.0,0.08998808,0.030989273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074493445,0.0,0.0,0.0,0.0,0.07628129,0.0,0.0,0.091179974,0.0,0.0,0.0,0.029797377,0.0,0.14541121,0.08224076,0.0,0.0,0.0,0.0,0.0,0.17997617,0.0,0.0,0.16567342,0.0,0.0,0.04946365,0.0,0.0,0.0,0.15375447,0.060190704,0.0,0.030989273,0.0,0.0,0.011323004,0.0,0.0,0.091179974,0.0,0.0,0.029797377,0.0,0.08224076,0.0,0.07091776,0.1352801,0.10369488,0.0,0.0,0.060190704,0.044696067,0.16567342,0.0,0.0,0.0,0.020262217,0.0,0.0,0.15375447,0.0,0.0,0.030989273,0.0,0.0,0.0,0.0,0.011323004
0.0,0.0,0.2814721,0.0,0.18629442,0.0,0.0,0.0,0.0,0.0,0.0,0.15507615,0.0,0.0,0.0,0.0,0.12614213,0.0,0.0,0.0,0.0,0.0,0.0,0.017258883,0.0,0.0,0.0,0.07715736,0.0,0.0,0.0,0.15659899,0.0,0.0,0.089086294,0.0,0.0,0.0,0.060152285,0.0,0.06827411,0.0,0.10126904,0.0,0.0,0.017258883,0.0,0.18426396,0.0,0.0,0.0,0.078934014,0.0,0.0,0.18629442,0.046954315,0.0,0.0,0.07614213,0.065989845,0.0,0.010913705,0.0,0.014467005,0.060152285,0.0,0.089086294,0.0,0.0,0.008883249,0.017258883,0.078934014,0.16954315,0.0,0.010913705,0.0,0.0,0.09111675,0.09314721,0.065989845,0.0,0.0,0.0,0.18629442,0.0,0.0,0.0,0.038071066,0.07614213,0.0,0.0,0.0,0.0,0.0,0.0,0.014467005
0.0,0.009756098,0.13658537,0.0036585366,0.0,0.0,0.0024390244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09634146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22560975,0.108536586,0.0,0.017073171,0.4,0.0,0.0,0.13658537,0.0,0.0,0.09634146,0.0,0.05487805,0.0,0.0,0.22560975,0.0,0.0,0.0,0.0,0.0,0.0,0.0036585366,0.2682927,0.0,0.017073171,0.065853655,0.0,0.0,0.017073171,0.0,0.103658535,0.0,0.0,0.0,0.0,0.0109756095,0.15853658,0.029268293,0.13658537,0.0,0.0,0.0,0.0,0.22560975,0.2682927,0.0,0.0,0.06341463,0.017073171,0.0,0.0,0.07439025,0.0,0.009756098,0.0,0.0,0.0,0.0,0.0036585366,0.0,0.0,0.0,0.0,0.0,0.0,0.0024390244,0.0,0.0109756095
0.001490313,0.0,0.16020864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007451565,0.0,0.0,0.0,0.0,0.072280176,0.0,0.0,0.0,0.07600596,0.0,0.0,0.23099852,0.0,0.0,0.067064084,0.0,0.0,0.38450074,0.0,0.0,0.16020864,0.0,0.072280176,0.0,0.0,0.22056632,0.085692994,0.0,0.18181819,0.001490313,0.0,0.007451565,0.0,0.0,0.025335321,0.060357675,0.0,0.0,0.028315946,0.010432191,0.015648287,0.0,0.0,0.067064084,0.0,0.03576751,0.0,0.0,0.0,0.02757079,0.11400894,0.0,0.23248883,0.0,0.0,0.03576751,0.0,0.22056632,0.0,0.18181819,0.0,0.060357675,0.0,0.032786883,0.0,0.010432191,0.0,0.0,0.0,0.0,0.0,0.067064084,0.015648287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029061103
0.09503902,0.13991082,0.0,0.0,0.055183947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001393534,0.0,0.0,0.0,0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212932,0.0,0.0,0.033444814,0.34253067,0.0052954294,0.022575252,0.09503902,0.0,0.0,0.0,0.0,0.0,0.083333336,0.0,0.17335562,0.0,0.21683389,0.0,0.001393534,0.0,0.055183947,0.0,0.2335563,0.0,0.0,0.0,0.0052954294,0.0,0.04180602,0.0,0.0,0.004459309,0.016443701,0.06716834,0.0,0.0,0.0,0.00613155,0.09503902,0.0,0.055183947,0.083333336,0.0,0.2335563,0.0,0.0,0.21683389,0.0,0.13991082,0.04180602,0.001393534,0.0,0.0,0.06716834,0.0,0.0,0.055183947,0.0,0.0,0.0,0.0,0.0,0.0,0.004459309,0.0,0.0,0.0,0.0,0.0,0.00613155
0.0,0.0,0.12004662,0.0,0.0,0.092074595,0.0,0.0,0.0,0.0,0.0,0.24941725,0.01048951,0.0,0.0,0.0,0.024475524,0.23310024,0.0,0.0,0.0,0.0,0.02097902,0.016317016,0.0,0.060606062,0.019813519,0.0,0.060606062,0.0,0.0,0.092074595,0.0,0.0,0.12004662,0.0,0.0,0.034965035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016317016,0.092074595,0.060606062,0.0,0.0,0.0011655012,0.24941725,0.0,0.060606062,0.0,0.0,0.23310024,0.018648019,0.03846154,0.0,0.06876457,0.0,0.0,0.0058275056,0.051282052,0.0,0.12004662,0.0,0.0,0.060606062,0.0,0.0,0.0,0.0,0.0011655012,0.060606062,0.0,0.03846154,0.0,0.0,0.092074595,0.0,0.0,0.047785547,0.24941725,0.0,0.0,0.0,0.0,0.25174826,0.0,0.0,0.0,0.02097902,0.0,0.0058275056
0.0,0.0,0.11993517,0.0,0.0,0.08373852,0.004321988,0.0,0.0,0.0,0.0,0.0,0.13776337,0.013506213,0.0,0.0,0.0,0.19340897,0.010804971,0.0,0.0,0.08481902,0.0,0.091302,0.0,0.0,0.09454349,0.08752026,0.0,0.0,0.0,0.07833604,0.0,0.0,0.11993517,0.0,0.0,0.0,0.0,0.0,0.088060506,0.013506213,0.0,0.0027012427,0.010804971,0.0,0.0,0.13776337,0.0,0.057806592,0.0,0.0,0.0,0.19070773,0.0,0.0,0.20583469,0.0,0.0,0.0,0.0,0.09454349,0.0,0.07833604,0.0,0.0,0.11993517,0.013506213,0.0027012427,0.0,0.0,0.0,0.0,0.004321988,0.0,0.0,0.06861156,0.08373852,0.0,0.0,0.0,0.08752026,0.0,0.0,0.0,0.0,0.0,0.0,0.13776337,0.0,0.0,0.0,0.091302,0.0,0.28525123,0.10534846
0.0,0.122072935,0.1512476,0.0,0.10671785,0.0,0.0,0.0,0.0,0.0403071,0.0,0.24107486,0.0,0.0,0.0,0.0,0.0,0.02303263,0.06372361,0.0,0.0,0.0,0.0,0.0,0.0,0.05412668,0.09712092,0.0,0.0038387715,0.0,0.037619963,0.059117083,0.0,0.0,0.1512476,0.0,0.0,0.0,0.0,0.17965451,0.0,0.0403071,0.0,0.0,0.12975048,0.0,0.0,0.0,0.0,0.18349329,0.029558541,0.0,0.0,0.131286,0.0,0.0,0.0038387715,0.05412668,0.037619963,0.0,0.0,0.0,0.0,0.059117083,0.0,0.0,0.1512476,0.057581574,0.0,0.0,0.0,0.0,0.02303263,0.13742803,0.0,0.0,0.122072935,0.0,0.0038387715,0.0,0.0,0.0,0.029558541,0.037619963,0.0,0.10671785,0.0,0.0,0.0,0.18349329,0.05412668,0.0,0.034165066,0.0,0.0,0.059117083
0.12596007,0.0,0.0,0.061443932,0.05529954,0.0,0.17204301,0.0,0.0,0.024577573,0.056835636,0.0,0.0,0.086021505,0.0,0.0921659,0.0,0.0,0.0,0.0,0.0,0.026113672,0.0,0.0,0.0,0.0,0.0,0.0,0.14439324,0.0,0.079877116,0.07526882,0.12596007,0.0,0.0,0.0,0.0,0.0,0.0,0.049155146,0.049155146,0.0,0.0,0.061443932,0.056835636,0.0,0.0,0.06758833,0.043010753,0.0,0.0,0.0,0.0,0.17204301,0.013824885,0.0,0.024577573,0.14439324,0.086021505,0.0,0.0,0.079877116,0.026113672,0.0,0.12596007,0.0,0.0,0.0,0.0,0.024577573,0.086021505,0.013824885,0.32104453,0.20430107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079877116,0.14439324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
